# Sparse Matrix (Morse)  
# first line: n m (is symmetic) nbcoef 
# after for each nonzero coefficient:   i j a_ij where (i,j) \in  {1,...,n}x{1,...,m} 
19594 2990 0  6028
       62      2986 -2.2604478123379618437e-009
       62      2987 -3.4306266186666677272e-033
       62      2988 2.0711927716042861155e-007
       63      2941 -1.03486448746666667e-032
       63      2942 1.9683990801384887437e-007
       63      2945 2.056374646266665816e-032
       63      2946 -0.079968002677116151178
       63      2961 -3.4228330299996609322e-034
       63      2962 -0.080171001042270095827
       63      2975 -2.093575145666665767e-032
       63      2976 -0.080373970344268241828
       63      2979 1.0400738476666662322e-032
       63      2980 -1.9199604871407427442e-007
       64      2941 -1.5663011333333332997e-033
       64      2942 8.1451305432805758749e-010
       64      2945 3.0919129666666654418e-033
       64      2946 1.6907815770587084423e-007
       64      2961 -1.0637920833332792875e-034
       64      2962 1.8189587003091236942e-007
       64      2975 -3.2064639633333320156e-033
       64      2976 1.9530796098837728696e-007
       64      2979 1.5826690366666658733e-033
       64      2980 -7.154499489241428703e-010
       65      2921 -1.0296960459333346429e-032
       65      2922 1.9678639873437625551e-007
       65      2925 2.0461035215333326197e-032
       65      2926 -0.079563865069222028392
       65      2941 -3.3995215633331024413e-034
       65      2942 -0.079765540032825321681
       65      2945 -2.0830833036000036009e-032
       65      2946 -0.079967215317484144355
       65      2961 1.03486448746666667e-032
       65      2962 -1.9683990800170581004e-007
       66      2921 -1.5501251226666686746e-033
       66      2922 2.7572608207564198422e-010
       66      2925 3.0599819919999990593e-033
       66      2926 1.6011296471536832041e-007
       66      2941 -1.0518281933332976358e-034
       66      2942 1.6784094823603316599e-007
       66      2945 -3.1732915666666725467e-033
       66      2946 1.7233620992318320031e-007
       66      2961 1.5663011333333332997e-033
       66      2962 -8.1451305432808405727e-010
       67      2901 -1.0245292493333325508e-032
       67      2902 1.9565303909733350318e-007
       67      2905 2.0358707853333331682e-032
       67      2906 -0.0791610831005992166
       67      2921 -3.3905328233331173439e-034
       67      2922 -0.079362077112034190574
       67      2925 -2.0726806622000007519e-032
       67      2926 -0.07956307792362707354
       67      2941 1.0296960459333325903e-032
       67      2942 -1.9678639873697834073e-007
       68      2901 -1.5340811953333322238e-033
       68      2902 -8.8613107814050084967e-012
       68      2905 3.0283620873333330026e-033
       68      2906 1.4714405880187257426e-007
       68      2921 -1.0420998766666493373e-034
       68      2922 1.5503372610134277633e-007
       68      2925 -3.1405184986666691391e-033
       68      2926 1.6121586904367085526e-007
       68      2941 1.5501251226666659377e-033
       68      2942 -2.7572608207563536678e-010
       69      2881 -1.0194702777333331923e-032
       69      2882 1.9270497999841068593e-007
       69      2885 2.0257331601333333202e-032
       69      2886 -0.078763089583141057681
       69      2901 -3.3433440733333080006e-034
       69      2902 -0.078961686191614699482
       69      2905 -2.0622462120000000454e-032
       69      2906 -0.079160300488442858491
       69      2921 1.024529249333333235e-032
       69      2922 -1.9565303909126197102e-007
       70      2881 -1.518323502666666067e-033
       70      2882 -2.9895707380138289565e-010
       70      2885 2.9971349453333323912e-033
       70      2886 1.3636358365640528281e-007
       70      2901 -1.0268695233333535282e-034
       70      2902 1.4260638589663619611e-007
       70      2905 -3.1079626940000006821e-033
       70      2906 1.4710861355874700055e-007
       70      2921 1.5340811953333332501e-033
       70      2922 8.8613107813934279682e-012
       71      2861 -1.0142371967333293872e-032
       71      2862 1.8850955015546622118e-007
       71      2865 2.0153815471333299401e-032
       71      2866 -0.078359286122807722541
       71      2881 -3.4082444833342064567e-034
       71      2882 -0.078560789856724766445
       71      2885 -2.0521479507999994491e-032
       71      2886 -0.078762318763221067508
       71      2901 1.0194702777333331923e-032
       71      2902 -1.9270497999754332419e-007
       72      2861 -1.5024373606666607469e-033
       72      2862 -5.2729087562182146123e-010
       72      2865 2.9658434113333287086e-033
       72      2866 1.2590441803778192568e-007
       72      2881 -1.0281625300001138613e-034
       72      2882 1.3122108810495204993e-007
       72      2885 -3.0761590653333318767e-033
       72      2886 1.3516775536119972476e-007
       72      2901 1.518323502666666067e-033
       72      2902 2.9895707380138124129e-010
       73      2841 -1.0092884546000011802e-032
       73      2842 1.8328835667789922237e-007
       73      2845 2.0056267261999810292e-032
       73      2846 -0.077968388634771693124
       73      2861 -3.2816483200023216904e-034
       73      2862 -0.07816344469610933543
       73      2865 -2.041567239800005946e-032
       73      2866 -0.078358532084607315782
       73      2881 1.0142371967333367769e-032
       73      2882 -1.8850955014072107163e-007
       74      2841 -1.4870919946666679097e-033
       74      2842 -7.2170527642611616815e-010
       74      2845 2.9356655026666376004e-033
       74      2846 1.162541490200965857e-007
       74      2861 -1.0015636233336833917e-034
       74      2862 1.2060794498010902215e-007
       74      2865 -3.0439060313333419903e-033
       74      2866 1.2379525453529499056e-007
       74      2881 1.5024373606666716946e-033
       74      2882 5.2729087562180160889e-010
       75      2821 -1.0042143506000001428e-032
       75      2822 1.7722136635457685916e-007
       75      2825 1.9954087308666751962e-032
       75      2826 -0.077573416239597819954
       75      2841 -3.3281492666658885825e-034
       75      2842 -0.077770517659500243424
       75      2845 -2.0315270922000026174e-032
       75      2846 -0.077967655481344988466
       75      2861 1.0092884546000011802e-032
       75      2862 -1.8328835675769650226e-007
       76      2821 -1.4716867820000002841e-033
       76      2822 -8.7851848073898065305e-010
       76      2825 2.9050619540000121956e-033
       76      2826 1.0719505806923798186e-007
       76      2841 -1.0003589899998506064e-034
       76      2842 1.1075163260475342652e-007
       76      2845 -3.0127024760000025638e-033
       76      2846 1.1336732791439213758e-007
       76      2861 1.4870919946666679097e-033
       76      2862 7.2170527642623197344e-010
       77      2801 -9.9912643613333273785e-033
       77      2802 1.7049445308250227304e-007
       77      2805 1.9853752549333279566e-032
       77      2806 -0.077178629774878715342
       77      2821 -3.3300451699992986977e-034
       77      2822 -0.077375648383765691096
       77      2825 -2.021448671533321817e-032
       77      2826 -0.077572707354132228175
       77      2841 1.0042143506000001428e-032
